LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA16610,29,498,306,9104,319,10256,0,15,0,219,10,244,27,4,0,27,6,64,9,0,0,0,0,9,102,38,18,64,4,226,663,506,335,7279,261,9044,76,0,30,0,7,113,16,4,0,45,0,65,98,58,11,721,22,910,24,8,0,45,0,77,17,3,0,10,0,30,8,7,0,14,0,29,125,111,104,2352,57,2749,84,55,12,380,10,541,3,0,0,0,0,3,5,15,0,26,0,46,0,0,0,3,0,3,15,10,0,8,4,37,19,18,6,27,0,70,43,19,14,14,4,94,19,0,3,9,0,31,3,5,0,4,0,12,0,0,0,0,0,0,158,97,75,1550,27,1907,4,4,0,0,0,8,19,0,0,0,0,19,16,0,0,26,0,42,0,0,0,0,0,0,0,0,0,0,0,0,22,9,6,47,0,84,174,93,51,157,11,486,22,24,18,559,952,1575,1486,988,629,17400,1535,22038,58,520
LGA16700,871,2991,2135,15255,399,21651,0,3,3,41,0,47,18837,248,393,298,267,20043,587,52,37,103,15,794,402,170,55,165,14,806,5082,2297,1570,12164,394,21507,1696,25,108,18,53,1900,237,44,34,142,5,462,755,216,140,978,32,2121,1153,166,75,579,36,2009,278,45,15,36,3,377,3238,62,52,42,56,3450,1254,619,409,5567,144,7993,3697,883,325,1868,150,6923,4074,9,29,11,84,4207,1212,182,101,318,35,1848,179,20,15,27,6,247,286,73,55,111,14,539,195,28,13,13,3,252,461,156,90,60,6,773,523,57,53,73,14,720,361,32,24,40,7,464,43,12,0,0,0,55,1179,590,396,3647,74,5886,340,24,13,23,10,410,327,52,21,8,3,411,450,20,39,40,4,553,726,18,8,5,12,769,564,16,17,3,16,616,182,55,41,157,6,441,10780,798,613,671,216,13078,738,74,77,498,4275,5662,55868,6190,4255,30698,6029,103040,1053,2903
LGA16900,363,2581,1840,19658,625,25067,0,7,8,236,10,261,220,12,31,79,5,347,420,80,27,106,6,639,524,164,105,333,14,1140,5152,2341,1869,14006,563,23931,281,18,65,5,7,376,77,16,13,104,0,210,1050,290,196,1179,35,2750,328,71,53,226,15,693,213,37,20,64,4,338,107,8,9,13,5,142,707,346,275,4038,111,5477,1072,321,101,817,41,2352,21,3,7,5,5,41,83,22,8,25,0,138,1518,177,61,268,54,2078,563,168,69,302,33,1135,177,49,26,38,6,296,153,92,53,38,9,345,280,53,36,101,4,474,43,5,6,25,0,79,25,5,6,5,0,41,1204,559,418,2865,77,5123,320,32,12,36,4,404,79,8,14,3,5,109,776,126,61,192,36,1191,28,3,3,0,0,34,85,11,0,0,6,102,348,93,69,181,6,697,2460,487,312,533,102,3894,364,125,82,960,1790,3321,16654,5177,3619,34900,3255,63605,432,2805
LGA16950,355,3353,2452,32837,1011,40008,0,22,3,552,20,597,293,27,39,142,9,510,222,34,13,57,12,338,700,192,116,326,15,1349,6661,3287,2327,26150,1045,39470,245,10,74,3,15,347,148,46,28,205,7,434,959,227,124,2108,54,3472,270,50,20,181,19,540,164,27,10,48,0,249,142,22,9,16,0,189,991,572,395,8329,238,10525,663,250,79,892,48,1932,23,5,5,0,0,33,36,16,10,51,8,121,41,6,8,8,0,63,378,82,22,175,12,669,121,49,38,32,6,246,280,137,120,52,13,602,269,53,22,93,7,444,107,23,13,46,7,196,13,13,0,0,0,26,1430,805,553,6026,160,8974,79,6,3,21,0,109,109,32,13,20,0,174,119,16,14,78,9,236,22,4,7,3,0,36,46,10,3,9,0,68,281,71,63,229,3,647,1634,507,303,820,83,3347,233,109,88,1483,4934,6847,14412,6167,4278,60787,7165,92809,442,3654
LGA17000,46,584,538,9628,224,11020,0,0,0,53,0,53,60,0,17,25,3,105,12,4,0,5,0,21,121,55,31,97,4,308,954,504,471,7300,208,9437,82,0,19,4,3,108,22,16,11,62,0,111,113,56,44,834,11,1058,15,4,0,22,0,41,8,7,4,14,0,33,47,0,0,6,0,53,201,85,76,1916,44,2322,47,32,12,163,4,258,9,0,0,0,0,9,3,0,0,8,0,11,3,4,0,0,0,7,43,16,3,49,0,111,83,22,14,15,7,141,125,47,32,13,0,217,39,10,11,26,0,86,14,3,0,8,0,25,6,0,0,0,0,6,254,152,129,1588,55,2178,8,0,0,0,0,8,72,7,12,0,3,94,15,6,4,15,0,40,7,0,0,0,0,7,19,0,0,0,0,19,36,13,13,63,5,130,279,87,53,158,9,586,39,14,10,415,824,1302,2283,1044,929,17161,1279,22696,64,609
LGA17040,81,628,487,6547,185,7928,0,0,0,21,0,21,53,6,5,52,0,116,35,14,0,6,4,59,174,49,35,60,9,327,1124,543,485,5293,183,7628,37,8,13,0,0,58,39,12,4,33,0,88,356,76,51,492,21,996,34,9,0,39,0,82,51,10,3,16,0,80,39,4,5,4,0,52,160,135,91,1995,48,2429,174,59,21,163,8,425,5,0,0,0,0,5,57,21,0,29,4,111,11,4,0,5,0,20,22,6,3,19,0,50,36,20,8,4,5,73,54,36,32,13,8,143,58,11,14,19,5,107,33,11,3,18,4,69,0,6,0,0,0,6,289,133,114,1520,33,2089,26,6,5,8,0,45,28,5,3,0,0,36,27,3,0,8,0,38,16,0,0,0,0,16,8,0,0,0,0,8,42,13,5,55,3,118,621,116,94,164,18,1013,48,19,13,311,1482,1873,3139,1185,920,12551,1905,19700,95,669
LGA17080,27,276,224,5688,182,6397,0,5,0,109,8,122,53,5,3,28,0,89,12,7,0,8,0,27,90,17,22,25,4,158,507,274,196,4768,124,5869,29,0,5,0,0,34,15,6,6,37,0,64,135,34,24,449,13,655,7,3,3,16,7,36,16,0,0,5,0,21,29,0,0,0,0,29,96,52,40,1472,29,1689,31,16,10,96,4,157,0,0,0,0,0,0,5,0,3,3,0,11,0,0,0,0,0,0,6,3,0,17,0,26,32,18,12,9,0,71,48,23,14,11,0,96,29,0,4,22,0,55,3,0,3,0,0,6,3,0,0,0,0,3,138,76,77,1010,20,1321,0,0,0,0,0,0,75,0,0,0,0,75,3,0,3,8,0,14,4,0,0,0,3,7,9,0,0,0,0,9,14,6,0,23,0,43,257,27,42,76,4,406,23,9,15,328,626,1001,1447,537,428,10932,942,14286,39,299
LGA17100,374,447,359,2409,73,3662,0,3,0,17,3,23,6507,76,104,92,139,6918,199,26,11,47,5,288,53,13,10,21,0,97,878,290,213,1675,75,3131,364,3,16,0,9,392,52,5,3,17,0,77,157,36,28,170,7,398,561,77,49,194,14,895,86,10,8,8,0,112,3226,22,17,7,49,3321,299,132,98,939,22,1490,1148,216,115,473,44,1996,3076,7,25,0,76,3184,1408,265,138,306,50,2167,27,3,3,4,0,37,82,21,9,33,0,145,72,5,5,3,0,85,58,17,15,0,0,90,150,19,4,19,0,192,223,17,23,20,3,286,44,6,0,0,0,50,134,70,63,494,14,775,104,20,6,6,0,136,40,0,3,0,0,43,183,5,8,15,4,215,682,7,5,6,23,723,603,3,10,4,9,629,16,11,8,26,0,61,4741,215,152,142,93,5343,399,23,21,93,2307,2843,24508,1402,1018,5314,2953,35195,469,470
LGA17150,1119,8556,6148,64099,1351,81273,0,17,0,180,8,205,4540,177,281,428,96,5522,950,133,68,261,18,1430,1338,447,254,630,36,2705,13588,7403,5127,51344,1412,78874,1003,41,205,34,16,1299,490,127,76,498,23,1214,1842,634,394,3593,95,6558,3564,788,400,1836,149,6737,373,90,42,101,11,617,1559,110,55,49,22,1795,3041,1721,1123,18961,413,25259,3403,1180,457,3147,150,8337,208,5,27,14,7,261,1320,242,128,360,54,2104,1055,147,51,182,21,1456,1000,343,166,649,28,2186,850,177,69,47,23,1166,1010,428,295,144,30,1907,807,125,93,243,13,1281,754,61,61,102,11,989,162,24,8,4,8,206,3155,1660,1200,12357,306,18678,339,54,21,40,12,466,728,108,89,50,15,990,693,61,68,127,12,961,152,28,14,22,0,216,428,6,32,3,15,484,502,191,116,599,26,1434,8982,1660,1374,1967,241,14224,793,240,192,2173,6615,10013,51268,16491,11378,121463,10259,210859,1266,9054
LGA17200,956,4466,3376,20693,571,30062,3,39,10,414,23,489,19483,316,381,371,323,20874,564,86,44,94,6,794,1006,343,215,310,12,1886,14195,3991,2878,19936,718,41718,1596,31,188,12,31,1858,1596,146,85,349,30,2206,2342,462,348,2346,91,5589,2125,353,151,694,68,3391,544,116,52,76,12,800,2682,82,68,41,39,2912,4798,1281,923,10930,292,18224,2517,705,275,1277,76,4850,3062,23,24,24,58,3191,798,128,49,234,20,1229,251,23,15,27,0,316,390,116,72,181,10,769,578,54,40,35,15,722,1493,195,150,68,20,1926,1123,182,100,246,24,1675,1500,77,81,124,36,1818,135,19,5,0,3,162,3465,1082,769,6996,184,12496,525,34,19,23,4,605,602,72,43,6,0,723,1072,55,44,98,22,1291,355,22,22,15,6,420,1897,25,33,9,56,2020,475,112,69,404,11,1071,21333,1338,1105,1358,448,25582,1035,85,54,577,21519,23270,82372,9589,6928,46588,24029,169506,1181,5071
LGA17310,84,1214,833,24882,627,27640,0,8,0,318,12,338,198,19,18,185,6,426,21,11,0,5,0,37,188,82,41,147,7,465,1366,1096,746,18999,595,22802,144,5,31,0,17,197,34,16,7,118,0,175,227,92,53,1971,34,2377,40,8,7,64,0,119,30,7,3,14,0,54,118,7,0,17,4,146,235,181,116,5550,131,6213,110,68,16,389,20,603,48,0,6,0,0,54,35,15,3,22,4,79,3,0,0,3,0,6,66,31,8,50,3,158,52,11,15,31,4,113,114,63,39,28,11,255,48,18,10,46,0,122,33,3,4,12,0,52,8,8,0,0,3,19,348,267,193,4467,101,5376,7,0,0,0,0,7,83,16,7,4,3,113,24,3,0,56,0,83,8,0,0,0,0,8,9,0,0,0,0,9,52,34,13,118,3,220,501,171,111,353,24,1160,59,36,29,1368,2631,4123,3617,2141,1438,45168,3925,56289,143,1233
LGA17350,5,86,67,2357,55,2570,0,0,0,10,0,10,10,0,0,16,0,26,0,0,0,0,0,0,26,13,5,15,0,59,140,113,73,2041,52,2419,25,0,0,0,0,25,0,0,0,16,0,16,24,13,7,580,12,636,5,0,0,7,0,12,4,0,0,5,0,9,0,0,0,0,0,0,18,25,16,679,3,741,12,3,0,29,3,47,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,0,8,5,0,0,0,0,5,8,0,0,6,0,14,7,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,39,16,17,511,11,594,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,12,5,8,0,14,0,27,34,13,0,28,0,75,5,0,0,135,172,312,341,184,125,4842,285,5777,29,96
LGA17400,10,163,115,2458,73,2819,0,0,6,167,7,180,6,5,8,16,0,35,0,0,0,0,0,0,35,18,3,24,0,80,254,174,106,2107,69,2710,13,3,7,0,0,23,9,6,0,16,0,31,54,18,10,393,12,487,3,0,0,8,0,11,5,0,0,0,0,5,3,0,4,0,0,7,50,32,35,767,29,913,39,18,5,97,3,162,3,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,4,0,3,5,0,12,7,0,5,4,0,16,13,3,5,4,0,25,11,0,0,7,0,18,0,0,0,0,0,0,3,0,0,5,0,8,70,33,32,555,17,707,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,24,0,40,81,28,16,59,0,184,19,17,0,161,348,545,587,334,213,5159,514,6807,13,152
LGA17420,1130,5032,3494,30932,602,41190,0,5,0,63,0,68,11311,213,337,342,194,12397,866,156,74,238,30,1364,1084,320,160,421,23,2008,9680,3928,2651,23107,629,39995,2652,72,148,18,48,2938,306,55,58,228,8,655,1338,345,253,1829,40,3805,1110,256,116,661,40,2183,361,56,36,70,9,532,5755,109,95,59,108,6126,2077,901,643,8212,160,11993,3265,1025,439,2455,110,7294,2473,10,38,10,48,2579,1589,306,171,588,56,2710,111,18,6,16,0,151,1243,347,191,811,32,2624,243,51,37,21,10,362,683,239,204,71,9,1206,898,105,107,177,17,1304,446,55,34,113,11,659,58,19,9,0,0,86,2078,928,650,6109,123,9888,315,57,26,45,14,457,1277,83,73,36,13,1482,735,102,53,68,22,980,1543,39,36,17,22,1657,504,19,16,12,16,567,281,83,48,279,6,697,12760,1154,789,1057,269,16029,864,128,119,1001,3196,5308,61714,9996,6844,58070,5373,141997,1525,5158
LGA17550,374,2895,2141,27873,851,34134,0,15,5,317,15,352,367,36,35,193,18,649,89,19,7,28,5,148,558,193,126,296,22,1195,7268,2933,2031,23104,898,36234,273,4,103,11,18,409,191,36,23,229,12,491,767,280,167,2333,56,3603,124,80,18,184,5,411,112,29,13,32,0,186,308,26,29,24,12,399,1249,677,419,8532,242,11119,511,257,97,903,38,1806,31,0,4,0,0,35,28,25,6,53,3,115,18,3,0,19,0,40,135,38,25,60,10,268,392,72,49,48,7,568,526,182,131,49,25,913,187,37,20,76,3,323,97,27,26,58,0,208,50,20,4,0,13,87,1674,667,472,6114,163,9090,22,3,3,0,0,28,155,34,19,11,4,223,108,17,13,94,0,232,23,9,10,4,0,46,20,5,8,3,0,36,262,70,40,247,13,632,1867,528,366,1074,94,3929,245,90,76,1460,3730,5601,14901,5739,4012,54711,5741,85104,475,3341
LGA17620,17,282,236,5825,150,6510,0,0,0,25,0,25,57,0,0,18,0,75,3,0,0,0,0,3,48,20,16,26,0,110,443,278,221,4677,151,5770,36,0,0,0,6,42,11,6,3,28,0,48,46,26,23,382,7,484,3,0,0,14,0,17,3,0,0,0,0,3,0,0,0,0,3,3,118,55,33,1240,15,1461,32,13,6,93,0,144,6,0,0,0,0,6,16,0,5,8,0,29,0,0,0,0,0,0,13,7,6,17,0,43,25,3,4,0,5,37,59,16,23,9,0,107,7,4,0,9,0,20,6,0,0,0,0,6,0,0,0,0,0,0,120,86,61,1126,17,1410,0,0,0,0,0,0,19,5,0,0,0,24,3,3,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,36,0,69,163,28,31,63,5,290,25,9,3,346,611,994,1097,515,417,10795,925,13749,25,278
LGA17640,12,150,114,2722,62,3060,0,0,0,16,0,16,14,3,0,11,0,28,9,0,0,4,0,13,34,12,13,32,0,91,297,151,105,2479,69,3101,4,0,0,0,0,4,4,0,0,20,0,24,52,7,11,150,8,228,24,7,11,7,0,49,4,3,0,3,0,10,5,0,0,0,0,5,70,36,26,1171,19,1322,22,3,0,36,3,64,0,0,0,0,0,0,0,8,0,0,0,8,4,0,0,0,0,4,14,7,0,16,0,37,6,0,0,0,0,6,16,8,4,0,0,28,9,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,95,50,35,650,20,850,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,18,0,33,82,26,13,41,8,170,15,9,3,145,268,440,664,302,206,5609,414,7195,12,168
LGA17650,13,155,115,2554,58,2895,0,0,0,24,0,24,16,6,0,17,0,39,0,0,0,0,0,0,35,11,6,21,0,73,225,157,103,1990,49,2524,3,0,0,0,0,3,10,3,3,14,0,30,41,15,11,185,3,255,4,3,0,3,0,10,0,3,0,0,0,3,3,0,4,0,0,7,42,34,14,692,19,801,17,14,0,39,0,70,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,5,7,0,5,0,17,11,0,9,0,0,20,10,13,7,5,0,35,10,0,0,10,0,20,0,0,0,12,0,12,0,0,0,0,0,0,51,36,32,496,9,624,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,20,0,28,76,30,12,37,3,158,7,3,10,112,211,343,492,302,206,4707,324,6031,13,174
LGA17750,144,1311,1021,23903,637,27016,0,6,0,286,21,313,440,17,31,119,7,614,39,3,4,12,0,58,252,118,82,278,8,738,1545,1257,859,18789,605,23055,158,0,36,10,3,207,65,16,17,156,0,254,297,153,107,2608,38,3203,80,45,13,124,5,267,43,7,3,30,0,83,321,9,5,5,10,350,357,283,212,7164,172,8188,195,114,33,664,22,1028,48,0,0,6,0,54,14,10,3,32,0,59,7,4,0,5,0,16,45,20,16,82,6,169,52,20,9,25,6,112,119,70,54,39,7,289,91,16,12,71,3,193,29,4,3,16,0,52,6,8,0,0,8,22,434,305,261,4917,102,6019,31,3,0,3,0,37,112,14,18,8,0,152,43,0,4,63,0,110,50,0,4,0,0,54,48,0,0,0,0,48,40,28,12,153,4,237,1509,258,184,447,75,2473,127,53,39,1230,1839,3288,5778,2541,1835,46104,3207,59465,162,1405
LGA17850,3,52,49,1331,30,1465,0,0,0,9,0,9,7,0,0,0,0,7,0,0,0,0,0,0,3,3,0,6,0,12,69,47,54,1134,29,1333,3,0,0,0,0,3,5,0,0,3,0,8,16,10,4,120,9,159,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,11,9,323,6,360,8,5,0,17,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,4,0,0,0,0,4,7,4,3,5,0,19,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,15,11,317,4,367,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,23,23,5,8,22,0,58,6,3,0,51,63,123,169,104,88,2534,128,3023,3,59
LGA17900,19,105,85,2387,115,2711,0,4,0,352,6,362,16,0,0,27,0,43,42,0,0,5,0,47,31,5,7,11,0,54,207,83,77,1628,77,2072,39,0,0,0,0,39,6,0,0,18,0,24,67,13,4,170,0,254,15,0,3,11,0,29,24,3,0,13,0,40,17,0,0,3,0,20,54,22,16,506,11,609,15,8,0,33,0,56,7,0,0,0,0,7,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,4,0,23,13,3,4,3,0,23,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,46,22,13,345,9,435,43,5,0,0,0,48,16,0,0,0,0,16,8,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,20,4,32,175,27,13,35,8,258,35,12,0,214,520,781,807,209,155,4555,729,6455,21,108
LGA17950,0,48,29,1259,26,1362,0,0,0,24,0,24,3,0,0,9,0,12,0,0,0,0,0,0,8,3,4,5,0,20,48,40,32,963,21,1104,0,0,0,0,0,0,0,0,0,7,0,7,7,6,0,38,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,11,362,7,415,5,0,0,12,0,17,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,3,0,0,4,0,7,4,0,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,17,10,219,4,271,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,4,4,17,0,46,8,3,4,86,88,189,135,78,60,2336,142,2751,0,46
LGA18020,14,186,152,4091,111,4554,0,3,0,93,8,104,20,4,4,27,0,55,0,0,0,0,0,0,40,15,8,19,0,82,282,208,129,3288,111,4018,13,0,9,3,0,25,3,0,0,14,0,17,56,23,11,272,6,368,16,4,0,3,0,23,15,9,0,6,0,30,3,5,0,0,0,8,30,19,23,880,25,977,16,10,3,56,3,88,3,0,0,0,0,3,9,0,5,9,0,23,0,0,0,0,0,0,13,3,0,5,4,25,8,5,6,0,0,19,16,6,5,3,0,30,19,5,0,3,0,27,0,0,0,4,0,4,0,0,0,0,0,0,73,37,45,800,15,970,5,0,0,0,0,5,3,0,5,5,0,13,10,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,4,7,27,0,50,76,17,14,59,8,174,18,14,6,205,522,765,660,366,263,7532,771,9592,29,182
LGA18050,609,2513,1771,8210,257,13360,0,6,9,26,0,41,1329,100,106,124,32,1691,206,30,20,36,6,298,374,119,68,115,7,683,7046,1862,1248,6837,374,17367,352,4,48,4,9,417,725,70,43,132,9,979,1302,226,141,740,41,2450,844,150,64,401,31,1490,854,99,60,101,15,1129,361,33,36,13,0,443,2745,516,382,3968,137,7748,1362,306,137,552,48,2405,284,0,10,10,5,309,228,49,14,75,14,380,53,5,0,0,4,62,147,36,24,38,10,255,226,35,16,8,5,290,617,103,101,21,15,857,934,151,83,160,30,1358,1523,73,65,107,31,1799,30,4,5,0,0,39,1404,461,303,2294,70,4532,136,11,3,12,10,172,1760,146,92,16,42,2056,443,17,33,40,12,545,62,16,11,6,8,103,99,4,10,0,0,113,262,38,24,111,3,438,8508,1031,765,774,183,11261,483,61,56,282,6583,7465,29662,5067,3480,17617,7669,63495,638,2708
LGA18100,3,79,66,1547,50,1745,0,0,0,3,0,3,4,3,0,5,4,16,0,0,0,0,0,0,15,0,13,9,0,37,113,77,66,1330,44,1630,8,0,4,0,0,12,0,0,0,3,0,3,18,3,3,103,4,131,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,3,0,3,18,18,13,414,14,477,10,5,0,21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,3,6,0,0,9,3,0,0,5,0,8,3,0,0,0,0,3,0,0,0,0,0,0,28,23,16,324,13,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,3,0,3,0,12,26,10,9,28,4,77,6,8,0,74,132,220,240,144,122,2921,230,3657,7,64
